p1,p2,g1_ratio,policy,avg_cost
0.9,0.3,23,epsilon-exact-nodupe,291.96666666666664
0.9,0.3,24,random,376.1333333333333
0.9,0.3,24,coupcoll-nodupe,257.1
0.9,0.3,24,ratiocoll-nodupe,259.0
0.9,0.3,24,epsilon-exact-nodupe,287.56666666666666
0.9,0.3,25,random,370.53333333333336
0.9,0.3,25,coupcoll-nodupe,252.16666666666666
0.9,0.3,25,ratiocoll-nodupe,250.86666666666667
0.9,0.3,25,epsilon-exact-nodupe,276.8666666666667
0.9,0.3,26,random,376.06666666666666
0.9,0.3,26,coupcoll-nodupe,250.83333333333334
0.9,0.3,26,ratiocoll-nodupe,242.5
0.9,0.3,26,epsilon-exact-nodupe,282.1
0.9,0.3,27,random,371.1666666666667
0.9,0.3,27,coupcoll-nodupe,253.96666666666667
0.9,0.3,27,ratiocoll-nodupe,248.03333333333333
0.9,0.3,27,epsilon-exact-nodupe,273.8333333333333
0.9,0.3,28,random,356.76666666666665
0.9,0.3,28,coupcoll-nodupe,236.93333333333334
0.9,0.3,28,ratiocoll-nodupe,243.66666666666666
0.9,0.3,28,epsilon-exact-nodupe,263.6
0.9,0.3,29,random,344.96666666666664
0.9,0.3,29,coupcoll-nodupe,240.1
0.9,0.3,29,ratiocoll-nodupe,246.93333333333334
0.9,0.3,29,epsilon-exact-nodupe,268.8
0.9,0.3,30,random,353.5
0.9,0.3,30,coupcoll-nodupe,223.5
0.9,0.3,30,ratiocoll-nodupe,239.33333333333334
0.9,0.3,30,epsilon-exact-nodupe,263.5
0.9,0.3,31,random,343.23333333333335
0.9,0.3,31,coupcoll-nodupe,231.46666666666667
0.9,0.3,31,ratiocoll-nodupe,232.53333333333333
0.9,0.3,31,epsilon-exact-nodupe,256.5
0.9,0.3,32,random,345.1333333333333
0.9,0.3,32,coupcoll-nodupe,225.13333333333333
0.9,0.3,32,ratiocoll-nodupe,222.96666666666667
0.9,0.3,32,epsilon-exact-nodupe,253.6
0.9,0.3,33,random,343.06666666666666
0.9,0.3,33,coupcoll-nodupe,227.23333333333332
0.9,0.3,33,ratiocoll-nodupe,221.16666666666666
0.9,0.3,33,epsilon-exact-nodupe,255.3
0.9,0.3,34,random,330.96666666666664
0.9,0.3,34,coupcoll-nodupe,220.66666666666666
0.9,0.3,34,ratiocoll-nodupe,221.2
0.9,0.3,34,epsilon-exact-nodupe,244.66666666666666
0.9,0.3,35,random,326.8
0.9,0.3,35,coupcoll-nodupe,213.96666666666667
0.9,0.3,35,ratiocoll-nodupe,216.53333333333333
0.9,0.3,35,epsilon-exact-nodupe,246.9
0.9,0.3,36,random,305.6
0.9,0.3,36,coupcoll-nodupe,209.96666666666667
0.9,0.3,36,ratiocoll-nodupe,214.33333333333334
0.9,0.3,36,epsilon-exact-nodupe,240.26666666666668
0.9,0.3,37,random,310.8
0.9,0.3,37,coupcoll-nodupe,218.23333333333332
0.9,0.3,37,ratiocoll-nodupe,216.26666666666668
0.9,0.3,37,epsilon-exact-nodupe,236.43333333333334
0.9,0.3,38,random,310.26666666666665
0.9,0.3,38,coupcoll-nodupe,208.13333333333333
0.9,0.3,38,ratiocoll-nodupe,211.23333333333332
0.9,0.3,38,epsilon-exact-nodupe,226.03333333333333
0.9,0.3,39,random,303.73333333333335
0.9,0.3,39,coupcoll-nodupe,206.63333333333333
0.9,0.3,39,ratiocoll-nodupe,202.73333333333332
0.9,0.3,39,epsilon-exact-nodupe,232.9
0.9,0.3,40,random,290.43333333333334
0.9,0.3,40,coupcoll-nodupe,203.56666666666666
0.9,0.3,40,ratiocoll-nodupe,200.4
0.9,0.3,40,epsilon-exact-nodupe,229.63333333333333
0.9,0.3,41,random,304.1
0.9,0.3,41,coupcoll-nodupe,196.4
0.9,0.3,41,ratiocoll-nodupe,194.26666666666668
0.9,0.3,41,epsilon-exact-nodupe,221.96666666666667
0.9,0.3,42,random,289.0
0.9,0.3,42,coupcoll-nodupe,201.0
0.9,0.3,42,ratiocoll-nodupe,202.43333333333334
0.9,0.3,42,epsilon-exact-nodupe,221.96666666666667
0.9,0.3,43,random,292.8666666666667
0.9,0.3,43,coupcoll-nodupe,185.23333333333332
0.9,0.3,43,ratiocoll-nodupe,191.03333333333333
0.9,0.3,43,epsilon-exact-nodupe,215.3
0.9,0.3,44,random,276.3333333333333
0.9,0.3,44,coupcoll-nodupe,188.2
0.9,0.3,44,ratiocoll-nodupe,184.6
0.9,0.3,44,epsilon-exact-nodupe,211.1
0.9,0.3,45,random,286.5
0.9,0.3,45,coupcoll-nodupe,178.96666666666667
0.9,0.3,45,ratiocoll-nodupe,190.4
0.9,0.3,45,epsilon-exact-nodupe,208.73333333333332
0.9,0.3,46,random,274.8333333333333
0.9,0.3,46,coupcoll-nodupe,179.93333333333334
0.9,0.3,46,ratiocoll-nodupe,181.06666666666666
0.9,0.3,46,epsilon-exact-nodupe,205.1
0.9,0.3,47,random,271.8666666666667
0.9,0.3,47,coupcoll-nodupe,174.86666666666667
0.9,0.3,47,ratiocoll-nodupe,176.56666666666666
0.9,0.3,47,epsilon-exact-nodupe,201.9
0.9,0.3,48,random,270.3333333333333
0.9,0.3,48,coupcoll-nodupe,180.43333333333334
0.9,0.3,48,ratiocoll-nodupe,171.9
0.9,0.3,48,epsilon-exact-nodupe,198.86666666666667
0.9,0.3,49,random,254.86666666666667
0.9,0.3,49,coupcoll-nodupe,169.76666666666668
0.9,0.3,49,ratiocoll-nodupe,169.33333333333334
0.9,0.3,49,epsilon-exact-nodupe,198.0
0.9,0.3,50,random,256.93333333333334
0.9,0.3,50,coupcoll-nodupe,172.83333333333334
0.9,0.3,50,ratiocoll-nodupe,161.66666666666666
0.9,0.3,50,epsilon-exact-nodupe,196.5
0.9,0.3,51,random,246.86666666666667
0.9,0.3,51,coupcoll-nodupe,167.76666666666668
0.9,0.3,51,ratiocoll-nodupe,158.66666666666666
0.9,0.3,51,epsilon-exact-nodupe,181.33333333333334
0.9,0.3,52,random,243.56666666666666
0.9,0.3,52,coupcoll-nodupe,155.06666666666666
0.9,0.3,52,ratiocoll-nodupe,162.86666666666667
0.9,0.3,52,epsilon-exact-nodupe,188.5
0.9,0.3,53,random,235.5
0.9,0.3,53,coupcoll-nodupe,158.26666666666668
0.9,0.3,53,ratiocoll-nodupe,152.86666666666667
0.9,0.3,53,epsilon-exact-nodupe,186.4
0.9,0.3,54,random,230.83333333333334
0.9,0.3,54,coupcoll-nodupe,147.43333333333334
0.9,0.3,54,ratiocoll-nodupe,147.4
0.9,0.3,54,epsilon-exact-nodupe,178.56666666666666
0.9,0.3,55,random,220.43333333333334
0.9,0.3,55,coupcoll-nodupe,148.43333333333334
0.9,0.3,55,ratiocoll-nodupe,148.66666666666666
0.9,0.3,55,epsilon-exact-nodupe,170.76666666666668
0.9,0.3,56,random,216.16666666666666
0.9,0.3,56,coupcoll-nodupe,144.63333333333333
0.9,0.3,56,ratiocoll-nodupe,151.83333333333334
0.9,0.3,56,epsilon-exact-nodupe,167.26666666666668
0.9,0.3,57,random,220.93333333333334
0.9,0.3,57,coupcoll-nodupe,142.7
0.9,0.3,57,ratiocoll-nodupe,141.66666666666666
0.9,0.3,57,epsilon-exact-nodupe,164.76666666666668
0.9,0.3,58,random,211.96666666666667
0.9,0.3,58,coupcoll-nodupe,144.0
0.9,0.3,58,ratiocoll-nodupe,132.8
0.9,0.3,58,epsilon-exact-nodupe,160.56666666666666
0.9,0.3,59,random,203.96666666666667
0.9,0.3,59,coupcoll-nodupe,132.8
0.9,0.3,59,ratiocoll-nodupe,138.0
0.9,0.3,59,epsilon-exact-nodupe,158.76666666666668
0.9,0.3,60,random,202.46666666666667
0.9,0.3,60,coupcoll-nodupe,138.5
0.9,0.3,60,ratiocoll-nodupe,131.66666666666666
0.9,0.3,60,epsilon-exact-nodupe,149.93333333333334
0.9,0.3,61,random,189.1
0.9,0.3,61,coupcoll-nodupe,123.1
0.9,0.3,61,ratiocoll-nodupe,135.56666666666666
0.9,0.3,61,epsilon-exact-nodupe,154.7
0.9,0.3,62,random,194.8
0.9,0.3,62,coupcoll-nodupe,123.66666666666667
0.9,0.3,62,ratiocoll-nodupe,131.56666666666666
0.9,0.3,62,epsilon-exact-nodupe,148.46666666666667
0.9,0.3,63,random,191.6
0.9,0.3,63,coupcoll-nodupe,123.8
0.9,0.3,63,ratiocoll-nodupe,121.03333333333333
0.9,0.3,63,epsilon-exact-nodupe,143.43333333333334
0.9,0.3,64,random,175.4
0.9,0.3,64,coupcoll-nodupe,120.8
0.9,0.3,64,ratiocoll-nodupe,122.66666666666667
0.9,0.3,64,epsilon-exact-nodupe,143.26666666666668
0.9,0.3,65,random,169.1
0.9,0.3,65,coupcoll-nodupe,118.16666666666667
0.9,0.3,65,ratiocoll-nodupe,120.96666666666667
0.9,0.3,65,epsilon-exact-nodupe,134.66666666666666
0.9,0.3,66,random,168.93333333333334
0.9,0.3,66,coupcoll-nodupe,117.13333333333334
0.9,0.3,66,ratiocoll-nodupe,113.33333333333333
0.9,0.3,66,epsilon-exact-nodupe,137.86666666666667
0.9,0.3,67,random,161.93333333333334
0.9,0.3,67,coupcoll-nodupe,112.73333333333333
0.9,0.3,67,ratiocoll-nodupe,111.4
0.9,0.3,67,epsilon-exact-nodupe,130.0
0.9,0.3,68,random,160.4
0.9,0.3,68,coupcoll-nodupe,110.7
0.9,0.3,68,ratiocoll-nodupe,110.7
0.9,0.3,68,epsilon-exact-nodupe,129.36666666666667
0.9,0.3,69,random,154.13333333333333
0.9,0.3,69,coupcoll-nodupe,107.33333333333333
0.9,0.3,69,ratiocoll-nodupe,107.66666666666667
0.9,0.3,69,epsilon-exact-nodupe,127.96666666666667
0.9,0.3,70,random,147.7
0.9,0.3,70,coupcoll-nodupe,107.93333333333334
0.9,0.3,70,ratiocoll-nodupe,106.26666666666667
0.9,0.3,70,epsilon-exact-nodupe,123.03333333333333
0.9,0.3,71,random,142.73333333333332
0.9,0.3,71,coupcoll-nodupe,105.03333333333333
0.9,0.3,71,ratiocoll-nodupe,107.36666666666666
0.9,0.3,71,epsilon-exact-nodupe,122.1
0.9,0.3,72,random,139.23333333333332
0.9,0.3,72,coupcoll-nodupe,104.76666666666667
0.9,0.3,72,ratiocoll-nodupe,104.8
0.9,0.3,72,epsilon-exact-nodupe,123.33333333333333
0.9,0.3,73,random,134.9
0.9,0.3,73,coupcoll-nodupe,102.76666666666667
0.9,0.3,73,ratiocoll-nodupe,103.46666666666667
0.9,0.3,73,epsilon-exact-nodupe,114.43333333333334
0.9,0.3,74,random,136.96666666666667
0.9,0.3,74,coupcoll-nodupe,103.33333333333333
0.9,0.3,74,ratiocoll-nodupe,107.4
0.9,0.3,74,epsilon-exact-nodupe,110.6
0.9,0.3,75,random,124.4
0.9,0.3,75,coupcoll-nodupe,105.5
0.9,0.3,75,ratiocoll-nodupe,103.86666666666666
0.9,0.3,75,epsilon-exact-nodupe,111.06666666666666
0.9,0.3,76,random,119.23333333333333
0.9,0.3,76,coupcoll-nodupe,102.93333333333334
0.9,0.3,76,ratiocoll-nodupe,104.0
0.9,0.3,76,epsilon-exact-nodupe,110.86666666666666
0.9,0.3,77,random,119.5
0.9,0.3,77,coupcoll-nodupe,102.9
0.9,0.3,77,ratiocoll-nodupe,104.1
0.9,0.3,77,epsilon-exact-nodupe,108.43333333333334
0.9,0.3,78,random,116.6
0.9,0.3,78,coupcoll-nodupe,103.36666666666666
0.9,0.3,78,ratiocoll-nodupe,102.9
0.9,0.3,78,epsilon-exact-nodupe,105.33333333333333
0.9,0.3,79,random,111.93333333333334
0.9,0.3,79,coupcoll-nodupe,103.76666666666667
0.9,0.3,79,ratiocoll-nodupe,103.06666666666666
0.9,0.3,79,epsilon-exact-nodupe,108.26666666666667
0.9,0.3,80,random,111.4
0.9,0.3,80,coupcoll-nodupe,103.66666666666667
0.9,0.3,80,ratiocoll-nodupe,102.6
0.9,0.3,80,epsilon-exact-nodupe,106.1
0.9,0.3,81,random,109.9
0.9,0.3,81,coupcoll-nodupe,103.8
0.9,0.3,81,ratiocoll-nodupe,103.03333333333333
0.9,0.3,81,epsilon-exact-nodupe,105.7
0.9,0.3,82,random,107.56666666666666
0.9,0.3,82,coupcoll-nodupe,104.63333333333334
0.9,0.3,82,ratiocoll-nodupe,104.13333333333334
0.9,0.3,82,epsilon-exact-nodupe,103.06666666666666
0.9,0.3,83,random,107.03333333333333
0.9,0.3,83,coupcoll-nodupe,105.26666666666667
0.9,0.3,83,ratiocoll-nodupe,103.66666666666667
0.9,0.3,83,epsilon-exact-nodupe,101.96666666666667
0.9,0.3,84,random,107.1
0.9,0.3,84,coupcoll-nodupe,105.06666666666666
0.9,0.3,84,ratiocoll-nodupe,102.56666666666666
0.9,0.3,84,epsilon-exact-nodupe,103.46666666666667
0.9,0.3,85,random,107.4
0.9,0.3,85,coupcoll-nodupe,105.6
0.9,0.3,85,ratiocoll-nodupe,102.66666666666667
0.9,0.3,85,epsilon-exact-nodupe,103.46666666666667
0.9,0.3,86,random,107.1
0.9,0.3,86,coupcoll-nodupe,106.13333333333334
0.9,0.3,86,ratiocoll-nodupe,102.26666666666667
0.9,0.3,86,epsilon-exact-nodupe,103.56666666666666
0.9,0.3,87,random,108.4
0.9,0.3,87,coupcoll-nodupe,106.3
0.9,0.3,87,ratiocoll-nodupe,101.86666666666666
0.9,0.3,87,epsilon-exact-nodupe,103.43333333333334
0.9,0.3,88,random,110.66666666666667
0.9,0.3,88,coupcoll-nodupe,107.33333333333333
0.9,0.3,88,ratiocoll-nodupe,101.73333333333333
0.9,0.3,88,epsilon-exact-nodupe,104.3
0.9,0.3,89,random,112.13333333333334
0.9,0.3,89,coupcoll-nodupe,106.46666666666667
0.9,0.3,89,ratiocoll-nodupe,101.33333333333333
0.9,0.3,89,epsilon-exact-nodupe,104.7
0.9,0.3,90,random,113.2
0.9,0.3,90,coupcoll-nodupe,107.16666666666667
0.9,0.3,90,ratiocoll-nodupe,102.3
0.9,0.3,90,epsilon-exact-nodupe,105.73333333333333
0.9,0.3,91,random,114.26666666666667
0.9,0.3,91,coupcoll-nodupe,108.0
0.9,0.3,91,ratiocoll-nodupe,102.56666666666666
0.9,0.3,91,epsilon-exact-nodupe,106.76666666666667
0.9,0.3,92,random,115.96666666666667
0.9,0.3,92,coupcoll-nodupe,108.43333333333334
0.9,0.3,92,ratiocoll-nodupe,102.46666666666667
0.9,0.3,92,epsilon-exact-nodupe,109.73333333333333
0.9,0.3,93,random,116.86666666666666
0.9,0.3,93,coupcoll-nodupe,109.2
0.9,0.3,93,ratiocoll-nodupe,103.93333333333334
0.9,0.3,93,epsilon-exact-nodupe,109.6
0.9,0.3,94,random,117.33333333333333
0.9,0.3,94,coupcoll-nodupe,109.1
0.9,0.3,94,ratiocoll-nodupe,104.53333333333333
0.9,0.3,94,epsilon-exact-nodupe,110.16666666666667
0.9,0.3,95,random,119.13333333333334
0.9,0.3,95,coupcoll-nodupe,109.33333333333333
0.9,0.3,95,ratiocoll-nodupe,106.5
0.9,0.3,95,epsilon-exact-nodupe,112.26666666666667
0.9,0.3,96,random,119.56666666666666
0.9,0.3,96,coupcoll-nodupe,109.83333333333333
0.9,0.3,96,ratiocoll-nodupe,106.26666666666667
0.9,0.3,96,epsilon-exact-nodupe,110.76666666666667
0.9,0.3,97,random,120.66666666666667
0.9,0.3,97,coupcoll-nodupe,110.13333333333334
0.9,0.3,97,ratiocoll-nodupe,107.36666666666666
0.9,0.3,97,epsilon-exact-nodupe,113.13333333333334
0.9,0.3,98,random,121.2
0.9,0.3,98,coupcoll-nodupe,109.83333333333333
0.9,0.3,98,ratiocoll-nodupe,108.03333333333333
0.9,0.3,98,epsilon-exact-nodupe,114.56666666666666
0.9,0.3,99,random,122.63333333333334
0.9,0.3,99,coupcoll-nodupe,111.2
0.9,0.3,99,ratiocoll-nodupe,109.4
0.9,0.3,99,epsilon-exact-nodupe,116.56666666666666
0.9,0.3,100,random,123.96666666666667
0.9,0.3,100,coupcoll-nodupe,110.9
0.9,0.3,100,ratiocoll-nodupe,109.73333333333333
0.9,0.3,100,epsilon-exact-nodupe,115.76666666666667
0.9,0.5,0,random,337.7
0.9,0.5,0,coupcoll-nodupe,204.33333333333334
0.9,0.5,0,ratiocoll-nodupe,201.36666666666667
0.9,0.5,0,epsilon-exact-nodupe,239.33333333333334
0.9,0.5,1,random,330.3333333333333
0.9,0.5,1,coupcoll-nodupe,199.16666666666666
0.9,0.5,1,ratiocoll-nodupe,199.7
0.9,0.5,1,epsilon-exact-nodupe,230.6
0.9,0.5,2,random,332.8333333333333
0.9,0.5,2,coupcoll-nodupe,195.2
0.9,0.5,2,ratiocoll-nodupe,196.13333333333333
0.9,0.5,2,epsilon-exact-nodupe,238.26666666666668
0.9,0.5,3,random,324.7
0.9,0.5,3,coupcoll-nodupe,196.56666666666666
0.9,0.5,3,ratiocoll-nodupe,196.16666666666666
0.9,0.5,3,epsilon-exact-nodupe,225.6
0.9,0.5,4,random,309.73333333333335
0.9,0.5,4,coupcoll-nodupe,193.53333333333333
0.9,0.5,4,ratiocoll-nodupe,192.63333333333333
0.9,0.5,4,epsilon-exact-nodupe,218.43333333333334
0.9,0.5,5,random,317.0
0.9,0.5,5,coupcoll-nodupe,185.56666666666666
0.9,0.5,5,ratiocoll-nodupe,193.9
0.9,0.5,5,epsilon-exact-nodupe,220.86666666666667
0.9,0.5,6,random,323.6
0.9,0.5,6,coupcoll-nodupe,190.23333333333332
0.9,0.5,6,ratiocoll-nodupe,190.96666666666667
0.9,0.5,6,epsilon-exact-nodupe,217.3
0.9,0.5,7,random,321.6333333333333
0.9,0.5,7,coupcoll-nodupe,187.73333333333332
0.9,0.5,7,ratiocoll-nodupe,187.33333333333334
0.9,0.5,7,epsilon-exact-nodupe,217.96666666666667
0.9,0.5,8,random,312.23333333333335
0.9,0.5,8,coupcoll-nodupe,179.43333333333334
0.9,0.5,8,ratiocoll-nodupe,187.6
0.9,0.5,8,epsilon-exact-nodupe,223.66666666666666
0.9,0.5,9,random,309.6666666666667
0.9,0.5,9,coupcoll-nodupe,181.76666666666668
0.9,0.5,9,ratiocoll-nodupe,181.5
0.9,0.5,9,epsilon-exact-nodupe,216.66666666666666
0.9,0.5,10,random,300.3333333333333
0.9,0.5,10,coupcoll-nodupe,183.4
0.9,0.5,10,ratiocoll-nodupe,181.46666666666667
0.9,0.5,10,epsilon-exact-nodupe,210.36666666666667
0.9,0.5,11,random,298.23333333333335
0.9,0.5,11,coupcoll-nodupe,180.1
0.9,0.5,11,ratiocoll-nodupe,176.8
0.9,0.5,11,epsilon-exact-nodupe,214.03333333333333
0.9,0.5,12,random,288.53333333333336
0.9,0.5,12,coupcoll-nodupe,174.83333333333334
0.9,0.5,12,ratiocoll-nodupe,173.83333333333334
0.9,0.5,12,epsilon-exact-nodupe,205.1
0.9,0.5,13,random,299.8
0.9,0.5,13,coupcoll-nodupe,170.53333333333333
0.9,0.5,13,ratiocoll-nodupe,178.9
0.9,0.5,13,epsilon-exact-nodupe,208.1
0.9,0.5,14,random,297.7
0.9,0.5,14,coupcoll-nodupe,172.83333333333334
0.9,0.5,14,ratiocoll-nodupe,172.53333333333333
0.9,0.5,14,epsilon-exact-nodupe,201.26666666666668
0.9,0.5,15,random,286.03333333333336
0.9,0.5,15,coupcoll-nodupe,169.1
0.9,0.5,15,ratiocoll-nodupe,167.8
0.9,0.5,15,epsilon-exact-nodupe,203.33333333333334
0.9,0.5,16,random,278.2
0.9,0.5,16,coupcoll-nodupe,168.2
0.9,0.5,16,ratiocoll-nodupe,168.8
0.9,0.5,16,epsilon-exact-nodupe,203.5
0.9,0.5,17,random,280.6
0.9,0.5,17,coupcoll-nodupe,168.4
0.9,0.5,17,ratiocoll-nodupe,163.26666666666668
0.9,0.5,17,epsilon-exact-nodupe,197.3
0.9,0.5,18,random,274.9
0.9,0.5,18,coupcoll-nodupe,168.4
0.9,0.5,18,ratiocoll-nodupe,160.56666666666666
0.9,0.5,18,epsilon-exact-nodupe,193.56666666666666
0.9,0.5,19,random,276.56666666666666
0.9,0.5,19,coupcoll-nodupe,158.86666666666667
0.9,0.5,19,ratiocoll-nodupe,163.6
0.9,0.5,19,epsilon-exact-nodupe,186.56666666666666
0.9,0.5,20,random,263.73333333333335
0.9,0.5,20,coupcoll-nodupe,163.6
0.9,0.5,20,ratiocoll-nodupe,159.8
0.9,0.5,20,epsilon-exact-nodupe,189.46666666666667
0.9,0.5,21,random,267.8
0.9,0.5,21,coupcoll-nodupe,160.43333333333334
0.9,0.5,21,ratiocoll-nodupe,157.2
0.9,0.5,21,epsilon-exact-nodupe,190.16666666666666
0.9,0.5,22,random,254.06666666666666
0.9,0.5,22,coupcoll-nodupe,157.43333333333334
0.9,0.5,22,ratiocoll-nodupe,156.76666666666668
0.9,0.5,22,epsilon-exact-nodupe,184.46666666666667
0.9,0.5,23,random,262.26666666666665
0.9,0.5,23,coupcoll-nodupe,150.86666666666667
0.9,0.5,23,ratiocoll-nodupe,154.63333333333333
0.9,0.5,23,epsilon-exact-nodupe,187.8
0.9,0.5,24,random,246.16666666666666
0.9,0.5,24,coupcoll-nodupe,150.73333333333332
0.9,0.5,24,ratiocoll-nodupe,146.96666666666667
0.9,0.5,24,epsilon-exact-nodupe,180.03333333333333
0.9,0.5,25,random,247.03333333333333
0.9,0.5,25,coupcoll-nodupe,153.66666666666666
0.9,0.5,25,ratiocoll-nodupe,146.46666666666667
0.9,0.5,25,epsilon-exact-nodupe,179.8
0.9,0.5,26,random,247.76666666666668
0.9,0.5,26,coupcoll-nodupe,146.3
0.9,0.5,26,ratiocoll-nodupe,148.83333333333334
0.9,0.5,26,epsilon-exact-nodupe,175.86666666666667
0.9,0.5,27,random,240.56666666666666
0.9,0.5,27,coupcoll-nodupe,148.23333333333332
0.9,0.5,27,ratiocoll-nodupe,143.83333333333334
0.9,0.5,27,epsilon-exact-nodupe,179.73333333333332
0.9,0.5,28,random,239.16666666666666
0.9,0.5,28,coupcoll-nodupe,144.43333333333334
0.9,0.5,28,ratiocoll-nodupe,140.5
0.9,0.5,28,epsilon-exact-nodupe,175.9
0.9,0.5,29,random,241.36666666666667
0.9,0.5,29,coupcoll-nodupe,141.03333333333333
0.9,0.5,29,ratiocoll-nodupe,141.23333333333332
0.9,0.5,29,epsilon-exact-nodupe,165.33333333333334
0.9,0.5,30,random,238.0
0.9,0.5,30,coupcoll-nodupe,142.43333333333334
0.9,0.5,30,ratiocoll-nodupe,140.56666666666666
0.9,0.5,30,epsilon-exact-nodupe,169.16666666666666
0.9,0.5,31,random,233.53333333333333
0.9,0.5,31,coupcoll-nodupe,134.0
0.9,0.5,31,ratiocoll-nodupe,137.2
0.9,0.5,31,epsilon-exact-nodupe,165.43333333333334
0.9,0.5,32,random,224.66666666666666
0.9,0.5,32,coupcoll-nodupe,138.43333333333334
0.9,0.5,32,ratiocoll-nodupe,134.73333333333332
0.9,0.5,32,epsilon-exact-nodupe,162.6
0.9,0.5,33,random,221.06666666666666
0.9,0.5,33,coupcoll-nodupe,131.36666666666667
0.9,0.5,33,ratiocoll-nodupe,133.93333333333334
0.9,0.5,33,epsilon-exact-nodupe,159.5
0.9,0.5,34,random,222.7
0.9,0.5,34,coupcoll-nodupe,134.23333333333332
0.9,0.5,34,ratiocoll-nodupe,127.76666666666667
0.9,0.5,34,epsilon-exact-nodupe,161.46666666666667
0.9,0.5,35,random,215.13333333333333
0.9,0.5,35,coupcoll-nodupe,128.8
0.9,0.5,35,ratiocoll-nodupe,129.53333333333333
0.9,0.5,35,epsilon-exact-nodupe,154.73333333333332
0.9,0.5,36,random,218.0
0.9,0.5,36,coupcoll-nodupe,126.1
0.9,0.5,36,ratiocoll-nodupe,132.06666666666666
0.9,0.5,36,epsilon-exact-nodupe,153.56666666666666
0.9,0.5,37,random,213.9
0.9,0.5,37,coupcoll-nodupe,123.83333333333333
0.9,0.5,37,ratiocoll-nodupe,126.3
0.9,0.5,37,epsilon-exact-nodupe,148.36666666666667
0.9,0.5,38,random,205.16666666666666
0.9,0.5,38,coupcoll-nodupe,125.2
0.9,0.5,38,ratiocoll-nodupe,127.16666666666667
0.9,0.5,38,epsilon-exact-nodupe,153.13333333333333
0.9,0.5,39,random,208.16666666666666
0.9,0.5,39,coupcoll-nodupe,123.0
0.9,0.5,39,ratiocoll-nodupe,121.7
0.9,0.5,39,epsilon-exact-nodupe,142.7
0.9,0.5,40,random,204.03333333333333
0.9,0.5,40,coupcoll-nodupe,120.36666666666666
0.9,0.5,40,ratiocoll-nodupe,118.96666666666667
0.9,0.5,40,epsilon-exact-nodupe,148.06666666666666
0.9,0.5,41,random,189.13333333333333
0.9,0.5,41,coupcoll-nodupe,113.7
0.9,0.5,41,ratiocoll-nodupe,117.63333333333334
0.9,0.5,41,epsilon-exact-nodupe,138.96666666666667
0.9,0.5,42,random,192.8
0.9,0.5,42,coupcoll-nodupe,118.33333333333333
0.9,0.5,42,ratiocoll-nodupe,118.66666666666667
0.9,0.5,42,epsilon-exact-nodupe,139.86666666666667
0.9,0.5,43,random,190.96666666666667
0.9,0.5,43,coupcoll-nodupe,116.43333333333334
0.9,0.5,43,ratiocoll-nodupe,114.0
0.9,0.5,43,epsilon-exact-nodupe,139.93333333333334
0.9,0.5,44,random,179.53333333333333
0.9,0.5,44,coupcoll-nodupe,113.86666666666666
0.9,0.5,44,ratiocoll-nodupe,113.33333333333333
0.9,0.5,44,epsilon-exact-nodupe,136.46666666666667
0.9,0.5,45,random,177.83333333333334
0.9,0.5,45,coupcoll-nodupe,111.06666666666666
0.9,0.5,45,ratiocoll-nodupe,109.66666666666667
0.9,0.5,45,epsilon-exact-nodupe,131.7
0.9,0.5,46,random,182.23333333333332
0.9,0.5,46,coupcoll-nodupe,109.03333333333333
0.9,0.5,46,ratiocoll-nodupe,108.76666666666667
0.9,0.5,46,epsilon-exact-nodupe,133.66666666666666
0.9,0.5,47,random,180.63333333333333
0.9,0.5,47,coupcoll-nodupe,108.0
0.9,0.5,47,ratiocoll-nodupe,109.73333333333333
0.9,0.5,47,epsilon-exact-nodupe,127.96666666666667
0.9,0.5,48,random,171.56666666666666
0.9,0.5,48,coupcoll-nodupe,107.06666666666666
0.9,0.5,48,ratiocoll-nodupe,105.9
0.9,0.5,48,epsilon-exact-nodupe,128.03333333333333
0.9,0.5,49,random,169.9
0.9,0.5,49,coupcoll-nodupe,105.16666666666667
0.9,0.5,49,ratiocoll-nodupe,104.96666666666667
0.9,0.5,49,epsilon-exact-nodupe,126.83333333333333
0.9,0.5,50,random,160.2
0.9,0.5,50,coupcoll-nodupe,103.7
0.9,0.5,50,ratiocoll-nodupe,105.06666666666666
0.9,0.5,50,epsilon-exact-nodupe,123.8
0.9,0.5,51,random,167.2
0.9,0.5,51,coupcoll-nodupe,104.36666666666666
0.9,0.5,51,ratiocoll-nodupe,102.83333333333333
0.9,0.5,51,epsilon-exact-nodupe,119.23333333333333
0.9,0.5,52,random,162.7
0.9,0.5,52,coupcoll-nodupe,104.23333333333333
0.9,0.5,52,ratiocoll-nodupe,102.0
0.9,0.5,52,epsilon-exact-nodupe,121.73333333333333
0.9,0.5,53,random,155.53333333333333
0.9,0.5,53,coupcoll-nodupe,102.03333333333333
0.9,0.5,53,ratiocoll-nodupe,102.16666666666667
0.9,0.5,53,epsilon-exact-nodupe,112.03333333333333
0.9,0.5,54,random,154.46666666666667
0.9,0.5,54,coupcoll-nodupe,101.93333333333334
0.9,0.5,54,ratiocoll-nodupe,101.53333333333333
0.9,0.5,54,epsilon-exact-nodupe,116.5
0.9,0.5,55,random,150.6
0.9,0.5,55,coupcoll-nodupe,102.06666666666666
0.9,0.5,55,ratiocoll-nodupe,101.43333333333334
